1,2,3,4,41
1,2,3,5,437
1,2,3,6,324
1,2,3,7,56
1,2,3,8,538
1,2,3,9,98
1,2,3,10,59
1,2,3,11,510
1,2,3,12,518
1,2,3,13,424
1,2,3,14,296
1,2,3,15,499
1,2,3,16,443
1,2,3,17,600
1,2,3,18,345
1,2,3,19,491
1,2,3,20,591
1,2,3,21,523
1,2,3,22,19
1,2,3,23,27
1,2,3,24,538
1,2,3,25,180
1,2,3,26,296
1,2,3,27,153
1,2,3,28,292
1,2,3,29,362
1,2,3,30,593
1,2,3,31,85
1,2,3,32,486
1,2,3,33,62
1,2,3,34,38
1,2,3,35,90
1,2,3,36,347
1,2,3,37,119
1,2,3,38,66
1,2,3,39,79
1,2,3,40,425
1,2,3,41,456
1,2,4,5,207
1,2,4,6,278
1,2,4,7,456
1,2,4,8,372
1,2,4,9,70
1,2,4,10,283
1,2,4,11,244
1,2,4,12,457
1,2,4,13,116
1,2,4,14,499
1,2,4,15,6
1,2,4,16,257
1,2,4,17,305
1,2,4,18,599
1,2,4,19,208
1,2,4,20,303
1,2,4,21,204
1,2,4,22,238
1,2,4,23,309
1,2,4,24,125
1,2,4,25,484
1,2,4,26,177
1,2,4,27,296
1,2,4,28,30
1,2,4,29,554
1,2,4,30,39
1,2,4,31,288
1,2,4,32,56
1,2,4,33,25
1,2,4,34,528
1,2,4,35,32
1,2,4,36,411
1,2,4,37,401
1,2,4,38,366
1,2,4,39,264
1,2,4,40,118
1,2,4,41,330
1,2,5,6,325
1,2,5,7,582
1,2,5,8,450
1,2,5,9,353
1,2,5,10,543
1,2,5,11,397
1,2,5,12,2
1,2,5,13,44
1,2,5,14,121
1,2,5,15,125
1,2,5,16,421
1,2,5,17,158
1,2,5,18,164
1,2,5,19,108
1,2,5,20,465
1,2,5,21,116
1,2,5,22,586
1,2,5,23,586
1,2,5,24,505
1,2,5,25,128
1,2,5,26,503
1,2,5,27,492
1,2,5,28,279
1,2,5,29,91
1,2,5,30,314
1,2,5,31,25
1,2,5,32,464
1,2,5,33,432
1,2,5,34,209
1,2,5,35,467
1,2,5,36,314
1,2,5,37,154
1,2,5,38,503
1,2,5,39,421
1,2,5,40,149
1,2,5,41,213
1,2,6,7,498
1,2,6,8,480
1,2,6,9,441
1,2,6,10,260
1,2,6,11,420
1,2,6,12,333
1,2,6,13,548
1,2,6,14,289
1,2,6,15,285
1,2,6,16,547
1,2,6,17,68
1,2,6,18,146
1,2,6,19,5
1,2,6,20,118
1,2,6,21,126
1,2,6,22,216
1,2,6,23,549
1,2,6,24,425
1,2,6,25,32
1,2,6,26,305
1,2,6,27,549
1,2,6,28,113
1,2,6,29,88
1,2,6,30,143
1,2,6,31,425
1,2,6,32,456
1,2,6,33,141
1,2,6,34,578
1,2,6,35,519
1,2,6,36,432
1,2,6,37,267
1,2,6,38,107
1,2,6,39,166
1,2,6,40,521
1,2,6,41,495
1,2,7,8,356
1,2,7,9,142
1,2,7,10,181
1,2,7,11,558
1,2,7,12,412
1,2,7,13,305
1,2,7,14,461
1,2,7,15,409
1,2,7,16,186
1,2,7,17,320
1,2,7,18,299
1,2,7,19,137
1,2,7,20,131
1,2,7,21,453
1,2,7,22,582
1,2,7,23,349
1,2,7,24,579
1,2,7,25,103
1,2,7,26,513
1,2,7,27,473
1,2,7,28,550
1,2,7,29,435
1,2,7,30,597
1,2,7,31,310
1,2,7,32,74
1,2,7,33,185
1,2,7,34,359
1,2,7,35,202
1,2,7,36,389
1,2,7,37,582
1,2,7,38,303
1,2,7,39,361
1,2,7,40,436
1,2,7,41,444
1,2,8,9,468
1,2,8,10,527
1,2,8,11,53
1,2,8,12,196
1,2,8,13,575
1,2,8,14,292
1,2,8,15,289
1,2,8,16,182
1,2,8,17,97
1,2,8,18,467
1,2,8,19,122
1,2,8,20,469
1,2,8,21,7
1,2,8,22,246
1,2,8,23,378
1,2,8,24,17
1,2,8,25,487
1,2,8,26,6
1,2,8,27,576
1,2,8,28,499
1,2,8,29,486
1,2,8,30,404
1,2,8,31,304
1,2,8,32,22
1,2,8,33,166
1,2,8,34,441
1,2,8,35,292
1,2,8,36,304
1,2,8,37,561
1,2,8,38,253
1,2,8,39,214
1,2,8,40,190
1,2,8,41,435
1,2,9,10,155
1,2,9,11,565
1,2,9,12,248
1,2,9,13,190
1,2,9,14,51
1,2,9,15,88
1,2,9,16,520
1,2,9,17,473
1,2,9,18,385
1,2,9,19,466
1,2,9,20,488
1,2,9,21,236
1,2,9,22,559
1,2,9,23,236
1,2,9,24,7
1,2,9,25,146
1,2,9,26,564
1,2,9,27,374
1,2,9,28,256
1,2,9,29,357
1,2,9,30,364
1,2,9,31,363
1,2,9,32,112
1,2,9,33,38
1,2,9,34,183
1,2,9,35,508
1,2,9,36,272
1,2,9,37,28
1,2,9,38,139
1,2,9,39,160
1,2,9,40,208
1,2,9,41,145
1,2,10,11,181
1,2,10,12,583
1,2,10,13,50
1,2,10,14,525
1,2,10,15,92
1,2,10,16,576
1,2,10,17,230
1,2,10,18,232
1,2,10,19,222
1,2,10,20,495
1,2,10,21,409
1,2,10,22,519
1,2,10,23,78
1,2,10,24,244
1,2,10,25,186
1,2,10,26,420
1,2,10,27,309
1,2,10,28,405
1,2,10,29,214
1,2,10,30,245
1,2,10,31,145
1,2,10,32,105
1,2,10,33,20
1,2,10,34,405
1,2,10,35,290
1,2,10,36,552
1,2,10,37,229
1,2,10,38,246
1,2,10,39,349
1,2,10,40,267
