1,2,3,4,40
1,2,3,5,51
1,2,3,6,62
1,2,3,7,23
1,2,3,8,34
1,2,3,9,45
1,2,3,10,56
1,2,3,11,67
1,2,3,12,28
1,2,3,13,39
1,2,3,14,50
1,2,3,15,61
1,2,3,16,22
1,2,3,17,33
1,2,3,18,44
1,2,3,19,55
1,2,3,20,66
1,2,3,21,27
1,2,3,22,38
1,2,3,23,49
1,2,3,24,60
1,2,3,25,21
1,2,3,26,32
1,2,3,27,43
1,2,3,28,54
1,2,3,29,65
1,2,3,30,26
1,2,3,31,37
1,2,3,32,48
1,2,3,33,59
1,2,3,34,20
1,2,3,35,31
1,2,3,36,42
1,2,3,37,53
1,2,3,38,64
1,2,3,39,25
1,2,3,40,36
1,2,3,41,47
1,2,4,5,54
1,2,4,6,65
1,2,4,7,26
1,2,4,8,37
1,2,4,9,48
1,2,4,10,59
1,2,4,11,20
1,2,4,12,31
1,2,4,13,42
1,2,4,14,53
1,2,4,15,64
1,2,4,16,25
1,2,4,17,36
1,2,4,18,47
1,2,4,19,58
1,2,4,20,69
1,2,4,21,30
1,2,4,22,41
1,2,4,23,52
1,2,4,24,63
1,2,4,25,24
1,2,4,26,35
1,2,4,27,46
1,2,4,28,57
1,2,4,29,68
1,2,4,30,29
1,2,4,31,40
1,2,4,32,51
1,2,4,33,62
1,2,4,34,23
1,2,4,35,34
1,2,4,36,45
1,2,4,37,56
1,2,4,38,67
1,2,4,39,28
1,2,4,40,39
1,2,4,41,50
1,2,5,6,68
1,2,5,7,29
1,2,5,8,40
1,2,5,9,51
1,2,5,10,62
1,2,5,11,23
1,2,5,12,34
1,2,5,13,45
1,2,5,14,56
1,2,5,15,67
1,2,5,16,28
1,2,5,17,39
1,2,5,18,50
1,2,5,19,61
1,2,5,20,22
1,2,5,21,33
1,2,5,22,44
1,2,5,23,55
1,2,5,24,66
1,2,5,25,27
1,2,5,26,38
1,2,5,27,49
1,2,5,28,60
1,2,5,29,21
1,2,5,30,32
1,2,5,31,43
1,2,5,32,54
1,2,5,33,65
1,2,5,34,26
1,2,5,35,37
1,2,5,36,48
1,2,5,37,59
1,2,5,38,20
1,2,5,39,31
1,2,5,40,42
1,2,5,41,53
1,2,6,7,32
1,2,6,8,43
1,2,6,9,54
1,2,6,10,65
1,2,6,11,26
1,2,6,12,37
1,2,6,13,48
1,2,6,14,59
1,2,6,15,20
1,2,6,16,31
1,2,6,17,42
1,2,6,18,53
1,2,6,19,64
1,2,6,20,25
1,2,6,21,36
1,2,6,22,47
1,2,6,23,58
1,2,6,24,69
1,2,6,25,30
1,2,6,26,41
1,2,6,27,52
1,2,6,28,63
1,2,6,29,24
1,2,6,30,35
1,2,6,31,46
1,2,6,32,57
1,2,6,33,68
1,2,6,34,29
1,2,6,35,40
1,2,6,36,51
1,2,6,37,62
1,2,6,38,23
1,2,6,39,34
1,2,6,40,45
1,2,6,41,56
1,2,7,8,46
1,2,7,9,57
1,2,7,10,68
1,2,7,11,29
1,2,7,12,40
1,2,7,13,51
1,2,7,14,62
1,2,7,15,23
1,2,7,16,34
1,2,7,17,45
1,2,7,18,56
1,2,7,19,67
1,2,7,20,28
1,2,7,21,39
1,2,7,22,50
1,2,7,23,61
1,2,7,24,22
1,2,7,25,33
1,2,7,26,44
1,2,7,27,55
1,2,7,28,66
1,2,7,29,27
1,2,7,30,38
1,2,7,31,49
1,2,7,32,60
1,2,7,33,21
1,2,7,34,32
1,2,7,35,43
1,2,7,36,54
1,2,7,37,65
1,2,7,38,26
1,2,7,39,37
1,2,7,40,48
1,2,7,41,59
1,2,8,9,60
1,2,8,10,21
1,2,8,11,32
1,2,8,12,43
1,2,8,13,54
1,2,8,14,65
1,2,8,15,26
1,2,8,16,37
1,2,8,17,48
1,2,8,18,59
1,2,8,19,20
1,2,8,20,31
1,2,8,21,42
1,2,8,22,53
1,2,8,23,64
1,2,8,24,25
1,2,8,25,36
1,2,8,26,47
1,2,8,27,58
1,2,8,28,69
1,2,8,29,30
1,2,8,30,41
1,2,8,31,52
1,2,8,32,63
1,2,8,33,24
1,2,8,34,35
1,2,8,35,46
1,2,8,36,57
1,2,8,37,68
1,2,8,38,29
1,2,8,39,40
1,2,8,40,51
1,2,8,41,62
1,2,9,10,24
1,2,9,11,35
1,2,9,12,46
1,2,9,13,57
1,2,9,14,68
1,2,9,15,29
1,2,9,16,40
1,2,9,17,51
1,2,9,18,62
1,2,9,19,23
1,2,9,20,34
1,2,9,21,45
1,2,9,22,56
1,2,9,23,67
1,2,9,24,28
1,2,9,25,39
1,2,9,26,50
1,2,9,27,61
1,2,9,28,22
1,2,9,29,33
1,2,9,30,44
1,2,9,31,55
1,2,9,32,66
1,2,9,33,27
1,2,9,34,38
1,2,9,35,49
1,2,9,36,60
1,2,9,37,21
1,2,9,38,32
1,2,9,39,43
1,2,9,40,54
1,2,9,41,65
1,2,10,11,38
1,2,10,12,49
1,2,10,13,60
1,2,10,14,21
1,2,10,15,32
1,2,10,16,43
1,2,10,17,54
1,2,10,18,65
1,2,10,19,26
1,2,10,20,37
1,2,10,21,48
1,2,10,22,59
1,2,10,23,20
1,2,10,24,31
1,2,10,25,42
1,2,10,26,53
1,2,10,27,64
1,2,10,28,25
